gene_id,train_fraction,5nn-functional_any_pears,5nn-functional_3to5_pears,5nn-functional_5_pears
2,0.1,0.6328200031276285,,
3,0.1,0.3470646168954539,0.4813004720518756,0.7054548296983929
6,0.1,0.3887088759157351,0.32306367781570444,0.7907198352877498
7,0.1,0.12694540488145079,-0.060263236333910467,0.9312574582859894
10,0.1,0.009765079697819111,-0.05972265402289148,-0.3086770075746204
12,0.1,0.5878735160815275,0.3598157540503152,
14,0.1,0.44312106032282206,0.35715416158071295,0.48468593422736433
16,0.1,0.41071193462353417,0.5501931283454627,
17,0.1,0.28489182426990295,0.43118934336659714,0.09075230972168749
21,0.1,0.22007744311633762,0.26684262448742574,-0.053519745441259634
26,0.1,0.3658687794398533,0.397524030229271,0.6555559082040452
61,0.1,0.5537994150803502,0.6337167806703705,0.2826193960147943
62,0.1,0.4800697130298318,0.09023225470642601,
64,0.1,0.4000802747130616,0.014869003294384025,
65,0.1,0.18896437185136905,0.238065622156948,1.0
66,0.1,0.1061041629690364,0.3303938571356191,-0.7188381547561504
67,0.1,0.3449515866456087,-0.6008039466455617,
68,0.1,0.2797777764207043,0.1880680185269443,0.997478449403209
69,0.1,0.4800234647824468,0.3126030399604826,0.09078720178964478
70,0.1,0.1361076296721961,0.6781162261472962,
71,0.1,0.2738351206834059,0.4172999970034929,0.4539016344454716
72,0.1,0.40322342194550814,0.6313931758614335,-0.289804063738558
73,0.1,0.4353931124228313,0.09558687567172898,
74,0.1,0.19799618242357053,-0.13779739052448112,
75,0.1,0.29228090238243465,0.2750411190489807,-0.1704345044389432
76,0.1,0.40558121617957943,0.478735478637649,0.6791425865956291
79,0.1,0.23637867731458803,-0.2365780404461284,
80,0.1,0.2712317247333407,0.3404433952142889,0.5828331226281269
81,0.1,0.19193254917725677,0.20360369990143648,0.6068218908009178
82,0.1,0.3055936662638766,0.5242342170548172,0.017145464726621026
83,0.1,0.2586157949473671,0.34723555366966874,0.779099400551504
84,0.1,0.13944413254665863,0.23157064104336375,0.20174330314191607
85,0.1,0.20745071938760093,0.2673380770703211,0.2214795682903881
92,0.1,0.3448940559167095,0.4382862731688386,0.2989016161188738
95,0.1,0.19263328427934967,0.002992445806361382,
96,0.1,-0.018129951127527882,-0.5327175389438941,
97,0.1,0.14559260520606374,0.6221824748099656,
99,0.1,0.6107137500385905,0.7241930341589138,
100,0.1,0.4973185507864685,0.6515444340718237,0.8460469619853143
104,0.1,0.5070157998254458,0.6068044785167603,0.8626592585899399
105,0.1,0.2855005546459596,0.47722789567190776,
107,0.1,0.53566178195975,0.674897525100982,0.9806874519165387
108,0.1,0.6506591727400038,0.8266200372868974,
109,0.1,0.5616424438516081,0.621582465039609,0.6295898498214124
110,0.1,-0.0653022040013457,-0.2354340549398491,
111,0.1,0.08290476407190868,-0.028030055610305353,
112,0.1,0.5902642425047305,,
113,0.1,0.19803271688012342,,
114,0.1,0.305264449451531,,
115,0.1,0.018661026821838227,,
116,0.1,0.44014266447338274,,
117,0.1,-0.13214494223108997,,
118,0.1,-0.08292127791215624,,
119,0.1,0.3107182790996022,,
120,0.1,0.3325308230278963,,
121,0.1,,,
122,0.1,,,
123,0.1,0.1253714287012267,0.11301438870835209,-0.32786901871516516
124,0.1,0.07179433705843331,0.283932736706211,
125,0.1,0.14414035568344893,0.2546399559217768,
127,0.1,0.5596074106341339,0.6196791328010687,0.20173972396057288
128,0.1,0.555676469163885,0.45064521524697576,0.23978267664355718
130,0.1,0.4558749902508787,0.45257658563575387,0.2190456846896901
132,0.1,0.25449390273160766,,
133,0.1,0.36110447418234215,0.28417314497422447,0.2626396899377215
135,0.1,0.29952126782971816,0.34947574446724483,
150,0.1,0.25087774497689436,,
161,0.1,0.3566123390739117,-1.0,
163,0.1,0.4817809966480859,0.5803705731327142,0.5496641647045319
164,0.1,0.4248232072123532,0.5667197607803258,0.5881899199917661
165,0.1,0.421289934394596,0.5217228449212652,0.6515232829976094
194,0.1,0.1539011364536186,-0.2305861786030288,
195,0.1,,,
197,0.1,0.3677295051399561,0.5572804907355741,0.24707104440364724
205,0.1,-0.22184260290286528,-0.3265989164511787,
206,0.1,0.45073136373900075,0.3803455837113791,
207,0.1,-0.11768338205379147,,
2,0.2,0.6076934821089679,1.0,
3,0.2,0.48702353891621325,0.6185951474693706,0.6545648678209552
6,0.2,0.47607859140966347,0.5197960421803066,0.3544577351913461
7,0.2,0.03340088359970518,0.07870562894372991,0.051139398650713534
10,0.2,0.0937511364679065,0.18552462411822215,0.10910124141565733
12,0.2,0.7181385226864764,0.7280101754217287,0.8576836881577574
14,0.2,0.34470448425941813,0.39536462773556325,0.56577225108069
16,0.2,0.34397844028155244,0.41060232547887,0.5465928202963248
17,0.2,0.2440396136124805,0.3790724318610233,0.550586652295101
21,0.2,0.22012002280924764,0.2841302611273995,0.3154145224586444
26,0.2,0.47234247739174684,0.42124504190604434,0.5313976713364401
61,0.2,0.5599004424717602,0.5249182805891834,0.3855263649506402
62,0.2,0.27767500341666645,0.46056357119397534,0.7960384243241919
64,0.2,0.4224430825695561,0.7095509695374306,-0.004997781910721054
65,0.2,0.5076515076732669,0.5724895548222232,0.7580450209515882
66,0.2,0.33333974445955905,0.3335911595015569,0.5403468179423765
67,0.2,0.3608150159820437,0.29674437704003276,0.03059553672081894
68,0.2,0.2961451022111917,0.3737885462153821,0.549977756548365
69,0.2,0.5098871316794309,0.5244928134873741,0.6302605131950396
70,0.2,0.35667057570314503,0.27624230752997386,0.40472551160231796
71,0.2,0.2631203396004628,0.3249765218714597,0.4334230621167097
72,0.2,0.4986865585448264,0.6116378825164707,0.8101685562291405
73,0.2,0.43104265564967403,0.4908004518274707,0.5266359598371448
74,0.2,0.27619129239406387,0.25536808416033896,0.24672113394052783
75,0.2,0.5210056954451073,0.6468375546679201,0.13700820661957652
76,0.2,0.3229635144139085,0.3869730692317556,0.3218991144046331
79,0.2,0.18986151906724635,0.061530969060082076,-0.03343116155410165
80,0.2,0.24942709249543876,0.3527935902069224,0.42083411702006934
81,0.2,0.28506244727864105,0.346027304471604,0.35977489712629546
82,0.2,0.29342018765637057,0.31463374197633215,0.33711748687050463
83,0.2,0.19151679544219585,0.18489187396781592,0.20419967533557992
84,0.2,0.20081347058889898,0.1570776499778754,0.20631469829345495
85,0.2,0.16562189912437708,0.17269788208368514,0.2470263183494046
92,0.2,0.3608885460723455,0.35745857874243603,0.3464069613993487
95,0.2,-0.09832841344456969,-0.012451445600600144,0.8143481609182377
96,0.2,0.4044401263301064,0.43981316351410704,0.5870741875147022
97,0.2,0.24862268273911964,0.48473860191395135,
99,0.2,0.7058769821383977,0.7233272683477463,0.9076338157904364
100,0.2,0.5210850966210989,0.511132668828276,0.5285956415686337
104,0.2,0.597577571829896,0.5779087008859188,0.40740256867162444
105,0.2,0.3832942773479455,0.4110136144890984,0.428138364472646
107,0.2,0.6219940865337484,0.5969031797343036,0.5365309320601057
108,0.2,0.4734715877294633,0.5396200131763232,0.4539651658177241
109,0.2,0.49011098801673214,0.5380656622836466,0.6459467923181756
110,0.2,-0.1997717984400318,-0.18887613859251004,-0.23244847684198772
111,0.2,0.3413413722109806,0.4196315570646762,0.16641129842912308
112,0.2,0.5114184161091057,-1.0,
113,0.2,0.5044719627610261,0.8062631964469331,
114,0.2,0.49586378750067717,0.9542908988132879,
115,0.2,0.01582561528227032,,
116,0.2,0.5079796553076976,0.45877791701038695,
117,0.2,0.27483392639381937,0.11690390583791611,
118,0.2,0.6528457570720464,0.6636998429669883,
119,0.2,0.4831388771358841,0.6626162600589358,
120,0.2,0.5052612632296813,0.4333716727709119,
121,0.2,,,
122,0.2,,,
123,0.2,0.20424488627775664,0.20053878339102893,0.28781840043386775
124,0.2,0.0008187365676108147,0.01821720287307628,0.2958984392687039
125,0.2,0.09945102922091115,0.11597603003651799,0.1427201806135241
127,0.2,0.6161719060896645,0.6162976835314703,0.6530228706385675
128,0.2,0.6192169579527066,0.6526041712040574,0.6429824833181464
130,0.2,0.6530501203848035,0.6577952644858007,0.7109919293851318
132,0.2,0.04873174941184444,0.38023202688011315,
133,0.2,0.4618699608297107,0.5290002440561893,0.7198691385073988
135,0.2,0.16738267881451283,0.21533909818194513,0.09647614903424022
150,0.2,0.21101085094413624,0.06015654506548234,
161,0.2,0.35417121573362126,0.49278869350660737,
163,0.2,0.5116770854839225,0.576425332579346,0.6669617026798821
164,0.2,0.4783745835736206,0.5623601419907419,0.5668015834425302
165,0.2,0.5307507960430727,0.5932559267971012,0.5994306612691497
194,0.2,-0.06767665128489175,-0.09033821180977712,0.6342462529829227
195,0.2,0.9189975873762399,,
197,0.2,0.48001137461073917,0.5266939989075112,0.5314756953219639
205,0.2,-0.11722535776160709,-0.11722535776160709,0.9212720063132345
206,0.2,0.06866145428576949,-0.09299133995116972,-0.13923995620875407
207,0.2,0.764809541841394,0.8705408020403261,0.41923610902107317
2,0.3,0.44595323285117283,0.3050645747408197,1.0
3,0.3,0.5592900002317203,0.5550393767354556,0.6773978468443478
6,0.3,0.5717720640261061,0.5807973666422935,0.6605694883231349
7,0.3,0.12570884381534222,0.12270459622231718,0.09463289220446675
10,0.3,0.15378669165420106,0.13791192975071564,0.18210649298144518
12,0.3,0.7298734146824749,0.7535782970674577,0.766286809864256
14,0.3,0.4298838793330778,0.45150888821057067,0.5683573620205652
16,0.3,0.4614048979828609,0.4895695324894967,0.4870509902744402
17,0.3,0.3145808137017482,0.33984686609868564,0.3575383626126103
21,0.3,0.3105740103511162,0.3605570492980632,0.36359894387695607
26,0.3,0.46171597557050154,0.5665232693885002,0.5717463397667205
61,0.3,0.5940872596156019,0.6213814957185065,0.5613266330975684
62,0.3,0.5316140695985704,0.5458084270683271,0.6140607964669448
64,0.3,0.717372692032235,0.700235337586421,0.7785940707382838
65,0.3,0.6148360956564629,0.6783018801148998,0.7110071645238163
66,0.3,0.3341266177339954,0.34428851084087436,0.37237904697192786
67,0.3,0.4348858693205917,0.5664141705989268,0.35117560278634913
68,0.3,0.4212428070844386,0.49083881418351044,0.5293547127879792
69,0.3,0.6372190833857143,0.6769571298633545,0.7697049844459449
70,0.3,0.3373277317449418,0.42498375735964855,0.2793904331503296
71,0.3,0.40212156342440747,0.431291985298916,0.29117730623060045
72,0.3,0.5534354083246633,0.6069596220228395,0.6832752867993487
73,0.3,0.4105881014950701,0.34235020528790067,0.31469089823872304
74,0.3,0.2695497341970638,0.322553637917563,0.4280359733382887
75,0.3,0.6837710578436113,0.7204979722860547,0.7829102594988118
76,0.3,0.4497433878313788,0.46337102276517095,0.5293963086370149
79,0.3,0.5943641748058752,0.5943641748058752,0.6459948789221366
80,0.3,0.3175768387509212,0.3639792660920057,0.41677559452218294
81,0.3,0.31234614922922377,0.30708367619654336,0.3587379401219883
82,0.3,0.3886987069423252,0.42836747987333196,0.4603362654208859
83,0.3,0.27453709081709926,0.3169852906825824,0.3977554492677654
84,0.3,0.2870159149235481,0.3084836933547005,0.3131855354873593
85,0.3,0.25553444511584633,0.24731460122109836,0.24922644970623692
92,0.3,0.41177321881640505,0.4190726653668705,0.4471382501585976
95,0.3,0.35295204977497285,0.30156675160661683,-0.2185720590767683
96,0.3,0.34653928466350065,0.5046993913619098,0.6689475674448907
97,0.3,0.36931243638126776,0.40849760558572684,0.7386492168961794
99,0.3,0.74150888909786,0.7345391621973135,0.8969551076243635
100,0.3,0.5269473539505337,0.6160372628780829,0.6339674561236047
104,0.3,0.6254091857969135,0.6069430302687361,0.6414691393429155
105,0.3,0.43926625470370345,0.4489401056084068,0.5242775869584896
107,0.3,0.7056608122622925,0.7022273447233062,0.7650648323934955
108,0.3,0.5496365077148169,0.5596924706055407,0.5329221542516686
109,0.3,0.5648398131396075,0.5939649032040856,0.6028244138687939
110,0.3,0.3290668527647702,0.267288758826492,0.29599287100360744
111,0.3,0.05530642588350257,0.04126483202155515,0.22963339358011461
112,0.3,0.3906575747061241,0.9026184061897263,
113,0.3,0.46922931938541357,0.48671060577511904,
114,0.3,0.4901533848606108,0.8353994945014049,
115,0.3,0.3339752769848093,0.5745024502337179,
116,0.3,-0.2385691025476796,0.27630134852637633,
117,0.3,-0.18670751786379736,0.2507278388473482,
118,0.3,0.0973102157511173,0.279716909518299,
119,0.3,0.3035824367406583,0.4993830827770722,
120,0.3,0.3591174904638578,0.5479563408152989,
121,0.3,1.0,,
122,0.3,,,
123,0.3,0.13158802309827042,0.17389872347574467,0.24623438573513157
124,0.3,0.06790064038976183,0.06732674399526857,0.0595750616542451
125,0.3,0.1771352778560545,0.20637228948218506,0.09866368154969687
127,0.3,0.6562849568441377,0.6819988742071572,0.6922334803128034
128,0.3,0.6134647687874123,0.6142928175735834,0.6370665179113677
130,0.3,0.5933218997987331,0.6547474415238971,0.7669340651023882
132,0.3,-0.07561506569663219,0.05853362368234837,
133,0.3,0.44298542862689616,0.43259601553791815,0.4086239074408783
135,0.3,0.17571497805610112,0.16282534198843354,0.20115381492988962
150,0.3,0.402241450578034,0.3922535116162142,
161,0.3,0.4286165736770563,0.5956163753914028,
163,0.3,0.6239988693380395,0.6451462038887575,0.6547031521210492
164,0.3,0.53493246277614,0.5240381888951865,0.4802271512346124
165,0.3,0.5348684277920281,0.5458911274410901,0.5891745805380855
194,0.3,0.1922309126839663,0.1922309126839663,0.23094071993605686
195,0.3,0.8909769636753813,,
197,0.3,0.5125059171282367,0.5867383900217911,0.6255594740927763
205,0.3,0.12983712038091788,0.12983712038091788,0.30041883907257233
206,0.3,0.012223524635916624,0.012223524635916624,0.11486955484894476
207,0.3,-0.23590608446932956,-0.23590608446932956,-0.22955778726569506
2,0.4,0.7087361892312827,0.609452802657357,-1.0
3,0.4,0.5776071216862273,0.5778335240808123,0.5987764080821929
6,0.4,0.6100786432922108,0.6100786432922108,0.6207370259486136
7,0.4,0.2916220062792873,0.286875829120817,0.36913396961809214
10,0.4,0.13400845540291978,0.1395226069654839,0.1806094357594769
12,0.4,0.7229988446545129,0.7229988446545129,0.7482508471471416
14,0.4,0.4532914781261419,0.4932805729102669,0.507978257059131
16,0.4,0.43503921612804275,0.43702857275914864,0.42502907231571335
17,0.4,0.2904189081436722,0.3590802876871886,0.38824307017467496
21,0.4,0.30570588670662796,0.31560004059948893,0.39202027800199435
26,0.4,0.4882020106040482,0.5067237416881412,0.5688534808080439
61,0.4,0.6254165863485847,0.6398372981578894,0.6119011845270614
62,0.4,0.5491080049182282,0.5491080049182282,0.714550533717842
64,0.4,0.6508684261608572,0.6508684261608572,0.6489697220734962
65,0.4,0.6575782101229682,0.6739503326770937,0.6015360928690249
66,0.4,0.3771074057303723,0.41372294614483196,0.4527418062784402
67,0.4,0.548044699732879,0.5855252572103576,0.5190181938410644
68,0.4,0.511195903581096,0.569619172440238,0.5512518270136066
69,0.4,0.7094647039473849,0.708925605816149,0.7343140901661056
70,0.4,0.46084366682657996,0.45551867032015614,0.4552840937662378
71,0.4,0.34832676402322765,0.3680576975428418,0.4364332532761873
72,0.4,0.675640029793613,0.6777083972152896,0.785856085587569
73,0.4,0.43889689126291814,0.4573105808693311,0.5522916547087021
74,0.4,0.4372250086825034,0.4391684692125972,0.4488995583336035
75,0.4,0.7418877324808794,0.7450026623252243,0.7710813099432405
76,0.4,0.5330704154576485,0.5240204807997805,0.488356026838971
79,0.4,0.464089985011278,0.464089985011278,0.18474520470218223
80,0.4,0.42246670624677096,0.43039249321987666,0.4670578108945743
81,0.4,0.44191798693239687,0.45778951445133054,0.45084249824294526
82,0.4,0.47635015380601736,0.47796430769739284,0.5194530106134984
83,0.4,0.3691615169825214,0.3730362032427379,0.3961774375527369
84,0.4,0.32408778876884947,0.3309934299447036,0.36208827588511444
85,0.4,0.24761827380036833,0.24929943304523255,0.2777942115377513
92,0.4,0.47959648706549385,0.4715356699499338,0.4885305887744043
95,0.4,0.6519166524245781,0.646559902518174,0.7731520732019374
96,0.4,0.6564598998347039,0.6734004080168655,0.6459122423199398
97,0.4,0.5229635997910624,0.5229635997910624,0.5301877358331113
99,0.4,0.8411546139075781,0.8403546636075783,0.8389366835176337
100,0.4,0.6396260870206354,0.6463008874782378,0.6616087870861441
104,0.4,0.6938358676710238,0.6915289750714302,0.6969473975093038
105,0.4,0.5497812675873003,0.5497812675873003,0.5418325177488649
107,0.4,0.7235754650624976,0.7249508926369758,0.7230790784226082
108,0.4,0.649640000173149,0.679935103603886,0.6973701818228486
109,0.4,0.6219385449731486,0.613724002315404,0.6401594094908802
110,0.4,0.24673497267053995,0.35309751983381965,0.2768254209964653
111,0.4,0.21017535800167095,0.21017535800167095,0.23398381622988557
112,0.4,0.5723989738145399,0.8266973813441154,0.9450230590405949
113,0.4,0.44210645137135,0.6677136501410859,0.9728649603592469
114,0.4,0.5106679451642375,0.7169940395286896,1.0
115,0.4,-0.012833794865332055,0.23868695654423955,1.0
116,0.4,0.09479438656783454,-0.18744222120640874,
117,0.4,0.4948727648779969,0.17003929948598734,0.48611867757501803
118,0.4,0.6322599180467943,0.5425021001891879,
119,0.4,0.36561139555036193,0.8741154052114698,1.0
120,0.4,0.34716510518947646,0.5857739883860207,1.0
121,0.4,,,
122,0.4,1.0,,
123,0.4,0.24270582711535607,0.24133814103831375,0.312167978738207
124,0.4,0.07142918833778485,0.10209975866144191,0.17982324123180365
125,0.4,0.19919514952489556,0.18559892408326567,0.12696229110838095
127,0.4,0.7118722126400175,0.7131822107451259,0.7183469123054648
128,0.4,0.6990989305700221,0.6976229394294082,0.6999843850875139
130,0.4,0.6473158207650644,0.5925687925751524,0.591378442418488
132,0.4,0.11309697372722663,0.1281604496561243,0.9508406657128929
133,0.4,0.5187590503178302,0.5159797034942852,0.520577521337701
135,0.4,0.28322602041933503,0.29752808530634123,0.13673686474946525
150,0.4,0.356553490693405,0.2652713269102157,
161,0.4,0.41173279575607064,0.6035295830099651,0.6791204075554182
163,0.4,0.6134987058666516,0.6302229475404838,0.701964359695376
164,0.4,0.5913699402859611,0.625177168086398,0.6324875231454343
165,0.4,0.5598609415089507,0.5641088285280006,0.5584710644017526
194,0.4,0.25784398936946945,0.25784398936946945,0.25784398936946945
195,0.4,-0.6195324545393568,,
197,0.4,0.5549886995125338,0.5865780535429918,0.6302179961814086
205,0.4,0.4195867591051969,0.4195867591051969,0.805032901656584
206,0.4,0.7830124311494421,0.7830124311494421,0.8074928108751163
207,0.4,0.6903837589214258,0.6903837589214258,0.6903837589214258
2,0.5,0.591463897608993,0.7344131753113059,0.1421812127487166
3,0.5,0.6244099178314502,0.6308229924633939,0.6381365950734862
6,0.5,0.6672519620008324,0.6672519620008324,0.6686382982228518
7,0.5,0.2764144801795166,0.27191193748099984,0.2796548001340293
10,0.5,0.21862636783669465,0.22735988683299507,0.22744914114716125
12,0.5,0.7669824185667168,0.7669824185667168,0.7626357510060386
14,0.5,0.42681875905415784,0.4291644793426553,0.4370124289211054
16,0.5,0.5024715111744097,0.5147595998172899,0.48388406586746446
17,0.5,0.3628711577817101,0.3677573051564982,0.429123607216399
21,0.5,0.37440613925902205,0.38561345008701203,0.42351898641547003
26,0.5,0.5615549639699617,0.5626129558755574,0.5799150398731704
61,0.5,0.6666861962539324,0.6716175344602514,0.6254636713473579
62,0.5,0.8456719188651975,0.8456719188651975,0.8456719188651975
64,0.5,0.7864256252988782,0.76626719315727,0.76626719315727
65,0.5,0.7490439640105161,0.7486758885615193,0.7649552399610636
66,0.5,0.5122874240544457,0.5129744488822406,0.4906291745753558
67,0.5,0.5676501234766718,0.573834027626157,0.6344016075761112
68,0.5,0.6426713145303838,0.6560348713209919,0.7093110852422472
69,0.5,0.7413990730929303,0.7434892873918428,0.77112886006884
70,0.5,0.5448790644073787,0.5502117441900187,0.5772590204096136
71,0.5,0.39487087341268357,0.39487087341268357,0.40532200110838185
72,0.5,0.7405578677001291,0.7409023017218573,0.7620476658305818
73,0.5,0.539230564042635,0.5365796116469747,0.5550226933829571
74,0.5,0.4496369615161382,0.4496369615161382,0.5249854045888849
75,0.5,0.8380107110948621,0.8403547410167183,0.8417332303845481
76,0.5,0.5894260376971874,0.5894260376971874,0.5909090658232697
79,0.5,0.6580399195728002,0.6580399195728002,0.6580399195728002
80,0.5,0.47521301116909687,0.47527646339065605,0.47905066613801567
81,0.5,0.4842153185092879,0.4842153185092879,0.4980343406918759
82,0.5,0.5502009954039434,0.5494856730343962,0.5484692164433471
83,0.5,0.4897242035595056,0.4897242035595056,0.508098991492981
84,0.5,0.3734900859875237,0.37316224887631794,0.3761297238536349
85,0.5,0.356818338812036,0.356818338812036,0.36481461115500513
92,0.5,0.4819280172212182,0.4828013295486113,0.48058852163067445
95,0.5,0.7172162532937403,0.7172162532937403,0.7172162532937403
96,0.5,0.6382127973875782,0.6382127973875782,0.634288333176095
97,0.5,0.6293476829828708,0.6293476829828708,0.7464371366137539
99,0.5,0.7882120078147048,0.7882120078147048,0.7886276995756376
100,0.5,0.6809996584663704,0.689020678359257,0.6895158073307341
104,0.5,0.760220272324831,0.7670543625224536,0.7669849546786752
105,0.5,0.49065322112307946,0.49065322112307946,0.49580857610796053
107,0.5,0.7470761707500629,0.7470761707500629,0.7487417439470239
108,0.5,0.6441174295116939,0.6441174295116939,0.8812816433259978
109,0.5,0.6971241441260613,0.7031563000046427,0.7157719741981231
110,0.5,0.5559894486004981,0.5559894486004981,0.5474156609763672
111,0.5,0.3924993594456878,0.40618829175744997,0.4242799576764694
112,0.5,0.47186959118768795,0.7644131842348215,0.787651166984682
113,0.5,0.6213173350328295,0.695008206744461,-0.8740096516009342
